pair_id,A_qid,A_Self,A_Other,A_entropy,A_pmax,A_margin,A_correct,A_question_text,B_qid,B_Self,B_Other,B_entropy,B_pmax,B_margin,B_correct,B_question_text
intro_000,sqa_test_bc31e54fccd7f835ec78a6bfd9c0986f1aae467752117e4b2e89e401283056be,0.7871796007903132,0.805728960217787,0.37337671734292976,0.8923478335454362,0.792229174645594,0,,sqa_test_2fc368d66e725c10e5825438c6f55c6dd956b73760760aaa6f0ec6fdb26b9e09,0.12197303778337681,0.4063355882212429,1.009795539467497,0.5874455007204853,0.29663889037606006,0,
intro_001,sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.7780470412265224,0.7018162785845513,0.05630047083276638,0.9914473662305994,0.987201096521349,0,,sqa_test_2b783ac39edc0407f7473cdf4a425b12d936f4650866f259327debf70a565329,0.12437722696821493,0.31809500468514623,0.9021501350422143,0.6117322393718149,0.30413396131993103,1,
intro_002,sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.7731718178271105,0.7088808733768545,0.008281930417842354,0.9990835966820261,0.9987038159599797,1,,sqa_test_732df9e41df7706b4b37848ef361893fed5c8158ccae83a2aa57fe6a0f1ebaa5,0.13458478580826855,0.20710107861402283,1.0072826634125982,0.5592520467565135,0.2304847680288748,0,
intro_003,sqa_test_819e4e2ae832d3da5dcb0d49c9cd63a4f9f8898ac7d5832f87db72165d74ed8e,0.7715272804196366,0.7980250028891839,0.24370498794216247,0.9430071205848859,0.8938044052728407,1,,sqa_test_4b098628b76f8e04ca1fbed6d7de4a5099a92ae76b0c49be1e86254bdb4b588f,0.13567830640518178,0.37222999392851,0.9773720317460026,0.6149509735728854,0.3851605558823803,1,
intro_004,sqa_test_7fa1372435a8eb85fefeb7a27539744b2bad7f14f36ca6623767c99ae38c1fae,0.7612775848857136,0.7853588007172219,0.028558713022062737,0.9958951524717993,0.9924678715518785,0,,sqa_test_17fedaee4f9277cad988a4b0b8c346339beb3af37f532e4ab36fe8df298b84b4,0.14021017290566165,0.4217247927147475,0.8918868261347738,0.5982683317974034,0.26267021313377653,1,
intro_005,sqa_test_e4cc585095438ff3ec74dd9ec1969ff2e650ec09f76164f4d003f364b3f6c41b,0.7547145888578903,0.693544171078762,0.396357184316726,0.8967892622391795,0.8146681002612215,0,,sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.15505099925209848,0.655660607052518,0.8920881671904282,0.645537218430611,0.4293093415537479,0,
intro_006,sqa_test_b7c32978e530c10fac3ff5638b8fbe446e94dc87e21c86b98dad0cd64ba44f05,0.7535086476313775,0.5355138367666343,0.15110532032656718,0.9716515046210977,0.9527073135352645,0,,sqa_test_3f66c841fe7f5f9c7e3b2eac60b200fd722dd5d313a49a46252cb3a1ea133bdd,0.15967541937998359,0.4505756600534093,0.8333828010697805,0.5842958779261315,0.2070461053452332,0,
intro_007,sqa_test_6bea9cdc64fc2f576e4c337bca834f9074293f18319489a0210aaeb371d642de,0.7530357157609442,0.7176754638350284,0.0008742852990520032,0.9999225045300338,0.9998805196928651,0,,sqa_test_6578959743bd70dc0fcfe01657e4632debec597ad5b51f9d788e2b117c772282,0.20093896237815378,0.41296391713270003,0.9430636119965516,0.6422368169836971,0.4337330497215669,0,
intro_008,sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.7424478343312835,0.7862004355150193,0.002231000553295425,0.9997701400982533,0.9995602613107488,1,,sqa_test_acea80b431fb9041bd321cffccb41065deeb553a726b61876f89babc7d81ebeb,0.20374233876620557,0.4057255553523834,1.121914533156464,0.5806141090354604,0.38307009573167605,1,
intro_009,sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.7335259893041359,0.7521946738739859,0.05144048039527625,0.9922863534925662,0.9882311050390329,0,,sqa_test_348f0a3da53b0a075cc1843093bb073815fd8230d2e69e5c2fbc4379b7cc0800,0.21523212003130687,0.6389369531096323,0.9566997521601095,0.5544762116190355,0.20749386468171166,0,
intro_010,sqa_test_72cf4bc043e2e4a7ef2f1f6b0208afe7632debb41c1e71c6934011e5aa620ec3,0.7206480286255882,0.6963706005650094,0.2925415074013167,0.9345946839940877,0.8873312071284348,0,,sqa_test_03922247bb6b34c880c5d234b20020f4e5a29263211910d0c17c580c0e417266,0.2212044075655275,0.40153834088810836,0.8621906907148602,0.7233120383599295,0.5874057289169633,0,
intro_011,sqa_test_3e384ddfeb267e45a04abb7823562a816bc5e757335efca51e532abe274084f7,0.7043853100227411,0.7679315172113826,0.19729636886878849,0.9620907696279187,0.9398153488200096,0,,sqa_test_4b31a94ac6f3017d3465e0397f55aa564b83006042a8a211cd4e3928031a365c,0.22133441097365406,0.4604464636433726,0.9949475224497238,0.6696138172916807,0.5418157724162342,1,
