question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_7aea7de03f47d6d743bd55b4d89e9fe5d040fe2f776a33a7f23a54a590fe9558,0.94583320576322,0.025341182101668438,0.9204920236615516,0.9204920236615516,Self>Other,0.9999993516457139,0.9999987040511478,1.0,9.892932835082687e-06,A,
sqa_test_110f739da429f9568c2420d40b078c0cc571df2eccf431acd7faee8beb0776e6,0.941348356564358,0.0756754121766794,0.8656729443876786,0.8656729443876786,Self>Other,0.9999898675245711,0.9999797375372387,0.0,0.00012667812680313762,C,
sqa_test_454c60951e7a8b195c14782929e7ed5ed4c4150ac0f04f3b0a737797620bfcec,0.8843202748855137,0.03241538392363354,0.8519048909618802,0.8519048909618802,Self>Other,0.9997161699446179,0.9994549856131463,0.0,0.0026909674949298235,D,
sqa_test_1d47b1567644d647f6e76152a619dd069bc03442e2080fe9818a79d2db73aeb1,0.9322077693334219,0.08837873393787037,0.8438290353955515,0.8438290353955515,Self>Other,0.9974524569820551,0.9949800190363957,1.0,0.01810119416214627,B,
sqa_test_78d190f153744dbdadc38c3e9c9b31641ef4aa2b5151f0cfc6c51e36d760d6fb,0.9278375089808304,0.09336294161550555,0.8344745673653249,0.8344745673653249,Self>Other,0.6777126629507153,0.3575838686037527,0.0,0.6415512040628998,B,
sqa_test_e8cbdd0c0c3d9a1847f07773fef93c3e09eb069859a489456549b85e74764ebe,0.8875006343554469,0.07521148746894334,0.8122891468865036,0.8122891468865036,Self>Other,0.9999986265572448,0.9999972555993877,1.0,1.993117206386602e-05,D,
sqa_test_b7c32978e530c10fac3ff5638b8fbe446e94dc87e21c86b98dad0cd64ba44f05,0.8661645411363813,0.07530583595835312,0.7908587051780281,0.7908587051780281,Self>Other,0.9996635228615248,0.99932817312813,0.0,0.0030352757909549136,C,
sqa_test_7737e518baf335e90f2d146e9a6b8233d83f80b52b029a2d3647da233b91a8dd,0.8571893021360881,0.07501870224250103,0.7821705998935871,0.7821705998935871,Self>Other,0.9999767943697269,0.999955349451401,1.0,0.00027707159558222735,C,
sqa_test_ad32fa76f206a97425275ecdef85bf65edaa9558577b3e36b6de78690aed3a9b,0.8489230228503207,0.08407841648081554,0.7648446063695051,0.7648446063695051,Self>Other,0.9990532005778571,0.9983436984771478,0.0,0.00810284807588732,A,
sqa_test_4e56eba5aa4f418b42652333abc74c66c00f3f48473fce026b6910d99b61790e,0.8753240025486753,0.11087160162707324,0.764452400921602,0.764452400921602,Self>Other,0.9999981760319779,0.9999964156890865,1.0,2.6231243649309496e-05,D,
sqa_test_74299fba786da807718e7e00cb8e4e57ed1d9e2f4743feb661314d70be875866,0.8616107609571388,0.09789214702339172,0.7637186139337471,0.7637186139337471,Self>Other,0.9991910513525913,0.998386969210142,0.0,0.006599797426720162,B,
sqa_test_5627931e4fbad66f3f729757aa846259f6d9d5abe899e6ad6ae1e52e5c3452ac,0.8385901058060042,0.07957740259810989,0.7590127032078944,0.7590127032078944,Self>Other,0.9999933947888225,0.9999872506170532,1.0,8.725507281314479e-05,A,
sqa_test_31df179edfe803fe804b5d7922a4e9a9fb0969ccde32be80989dcc653366344c,0.8292078840079308,0.07500620782285788,0.754201676185073,0.754201676185073,Self>Other,0.9967678513438295,0.9935953573920194,0.0,0.022066469801456046,B,
sqa_test_397f9441297b031af9a1268d935c97b8520ed560c6ffc4f81d6c0188de105ada,0.8528828008823535,0.10355362142803963,0.7493291794543139,0.7493291794543139,Self>Other,0.9999986117549666,0.9999972407971297,0.0,2.0205372216833656e-05,D,
sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.8373341536421554,0.08923273001914535,0.74810142362301,0.74810142362301,Self>Other,0.9988246504619871,0.9976551468670997,0.0,0.009143402377868074,A,
sqa_test_3ea2c8df4d7c23c93d3a51f3f1bff1e1732053ac36ded34ebd752442d3500859,0.8216409082563549,0.07499756582739271,0.7466433424289622,0.7466433424289622,Self>Other,0.9980731859929947,0.9961464516236977,0.0,0.013972108584666191,B,
sqa_test_d1b59b7cac1dea4c8629a331caba2a7fddb52dfbbc785685fe08b13fd085931c,0.8181399263777529,0.07508784522980445,0.7430520811479484,0.7430520811479484,Self>Other,0.9858404652873946,0.9717782063983504,1.0,0.07493429229683451,D,
sqa_test_d370c9537bcdee79fa11c26172e4a520a2fda9bfd0f4169c6328f547b71fcd8c,0.949743918002811,0.20726694135115972,0.7424769766516512,0.7424769766516512,Self>Other,0.9999999995827222,0.999999999176857,0.0,9.489048821494626e-09,B,
sqa_test_c1ee1cb25570a6290db96b31b6193dbaec59c982612d1fd21266ad603e0c1ac5,0.8354575369106381,0.10340892892149092,0.7320486079891472,0.7320486079891472,Self>Other,0.9932089304645224,0.9865167422949687,1.0,0.04122780680544838,A,
sqa_test_e995dcaa2a2cd6aa97baf5be951676626c07a1270cb0bbb73a26e347925735fb,0.8773130051250102,0.15437315664018653,0.7229398484848237,0.7229398484848237,Self>Other,0.999756615950785,0.999598193159551,1.0,0.002457000255638386,B,
sqa_test_a731d567cab75e4c83653397a882f31ed58947a8fda2616d3f1ab593c4298e11,0.8032148901482574,0.08241302983678406,0.7208018603114734,0.7208018603114734,Self>Other,0.9999056327599423,0.999830787993949,1.0,0.0010279672432891877,A,
sqa_test_b1d301ea8bc69c589decc3f2af653cda5ca83b5f710bc38e8961f394d77187fc,0.7820393906938379,0.07533351285462256,0.7067058778392153,0.7067058778392153,Self>Other,0.9996618200462994,0.9993264709642744,0.0,0.0030586167849819194,C,
sqa_test_ab4f2e922d737a009e3368aceec4f64bf577c7a7335eb85c7e6dab7d680c11ba,0.8551881042317132,0.15715798765186284,0.6980301165798504,0.6980301165798504,Self>Other,0.678612174193379,0.3580584808215676,1.0,0.6338698291716409,B,
sqa_test_601d195ef2a293cab37368607a5166f6d1c952c6a84168087db459626fb81598,0.8397257080641979,0.14927126930935658,0.6904544387548412,0.6904544387548412,Self>Other,0.9964811743690859,0.9933095925342548,1.0,0.024581701387016867,B,
sqa_test_cd2e9dde237d2ba44851564a578a2c34da297877e046314898fce4f88e1006f2,0.7705174071216572,0.08038163534639937,0.6901357717752578,0.6901357717752578,Self>Other,0.6154415895373576,0.24215740734540803,1.0,0.7171717113915343,B,
sqa_test_6fb8ee46a3d97e74d0d47583bd797a468ded29653a74c7b6c1c3bb073236949f,0.837893572124774,0.14783117513988894,0.690062396984885,0.690062396984885,Self>Other,0.9999765365963216,0.9999550916988624,0.0,0.00028173185383621274,A,
sqa_test_c5470616624e7b9e14b4820a8bc3b5e93f7c6c7ef3186ab951fd537f8cb72818,0.7633946400885977,0.07568604567254832,0.6877085944160494,0.6877085944160494,Self>Other,0.9996270099396487,0.9992916723793566,0.0,0.0034612376253159317,A,
sqa_test_ab36bdcdbf1d1092e347560d7352a497c54dada41b966347e3af76d538463a4a,0.8452511895802735,0.15905821729852251,0.6861929722817509,0.6861929722817509,Self>Other,0.9984241192236984,0.9969230495292213,0.0,0.012045313247772556,D,
sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.9493097281116565,0.2636837278058384,0.6856260003058181,0.6856260003058181,Self>Other,0.9999979484008802,0.9999961880579697,0.0,2.995890251842901e-05,A,
sqa_test_9a550b6b2ceb8121fefdfcf283345374867d0ae0a208301ce9974e84e5e29fd7,0.774100000828809,0.08897589211833175,0.6851241087104772,0.6851241087104772,Self>Other,0.9999999999581968,0.999999999928796,1.0,1.0740181715850976e-09,B,
sqa_test_e638eead2cf70fd5191cd71f3e49d80cb9cfb14fc644efcab9492e26333d10da,0.8345798496059704,0.15103216202454836,0.683547687581422,0.683547687581422,Self>Other,0.8175556951472486,0.635134370113651,0.0,0.4753113442438046,B,
sqa_test_7346f68b0f53ec35dbe1dc83239aad645a316afa38c0bc038a885def548c5099,0.8300556216851457,0.1489735331740359,0.6810820885111097,0.6810820885111097,Self>Other,0.9999831858354726,0.9999664844214828,1.0,0.0002023934489768928,C,
sqa_test_290f6d7bd6975890b960ba26749a8c4c0c883f82be4c28237b0db8010cfc938f,0.828616627824679,0.1534330490382055,0.6751835787864735,0.6751835787864735,Self>Other,0.8550439308008478,0.7649229648710172,1.0,0.5111714923582378,B,
sqa_test_f255b07c12685251e216805908fed4a801c9bb5b8b83cb8ecf348c73e186a8e3,0.8222440484849407,0.14959920217995537,0.6726448463049853,0.6726448463049853,Self>Other,0.9999998600192435,0.999999747484071,1.0,2.4263882615693504e-06,B,
sqa_test_61f08ad181ec37a9c635538998ea4395e18d9e3c58a993d9fab269531bc91973,0.7833177374908218,0.117448044070054,0.6658696934207677,0.6658696934207677,Self>Other,0.5921455029982639,0.2329911218261277,0.0,0.8510623288285056,A,
sqa_test_7039963e6eda3a165053addae5c43b270901cba68e15d206d5ada47745088ff8,0.74294710407558,0.07842221252074616,0.6645248915548339,0.6645248915548339,Self>Other,0.9999986592168473,0.9999974493508894,1.0,1.991583641840205e-05,B,
sqa_test_9a2eea65cb48b8e7ce6532236545e7ce3d5d0d48762fc6aba5a53299f6915b86,0.8489085634318747,0.18881777588081725,0.6600907875510574,0.6600907875510574,Self>Other,0.9999999973276765,0.9999999949920835,1.0,5.6632957288878725e-08,B,
sqa_test_27c134ce9b858cc48817767324e69980242dfa1557f2326d0da1e1114c18b2ae,0.736895662565026,0.07721697016788436,0.6596786923971417,0.6596786923971417,Self>Other,0.9398470408461882,0.8797646285443161,0.0,0.2279361281627523,C,
sqa_test_cc76d05bfe56f7121b88fb5aaac1a777e490b9bd1654731c4bb3781a3edb6e01,0.7379529835681078,0.07956594912846274,0.6583870344396451,0.6583870344396451,Self>Other,0.9914002728842553,0.9828229796832879,0.0,0.04963352636726282,D,
sqa_test_c643425978eb069860547da288afe52bbc70454a6caa4bbcfbbf9e159b3d8625,0.8366330629284384,0.18352287787311602,0.6531101850553224,0.6531101850553224,Self>Other,0.9998334916024519,0.9996750567213354,1.0,0.0016483870069581622,C,
sqa_test_ad4b50cdd9a3847c8716b646da1c66d3f1918383542e65abfccc0b269b4cb01d,0.8490866784377935,0.19865721975418021,0.6504294586836132,0.6504294586836132,Self>Other,0.9999955587770931,0.9999918321418048,1.0,6.156965801119637e-05,B,
sqa_test_b7c936e6457711145fd959c7fab224c5fd66c32d2f10419f53399cd6f2f7ec93,0.9499041547250728,0.29967335910069787,0.6502307956243749,0.6502307956243749,Self>Other,0.9998583971097735,0.9997185753345663,1.0,0.001407227480754544,D,
sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.948141966988463,0.2997779155016372,0.6483640514868259,0.6483640514868259,Self>Other,0.9999999813754682,0.9999999695143482,0.0,3.66259188078188e-07,C,
sqa_test_7e08bdedbdc894d44ae748fb898e82b673952cf0038b5e8088b611a76ec461a8,0.8459983825050718,0.19816570181935017,0.6478326806857215,0.6478326806857215,Self>Other,0.6223939317978168,0.2448929297433472,0.0,0.6639064088496791,A,
sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.9496969880110993,0.30288466776100637,0.6468123202500928,0.6468123202500928,Self>Other,0.9999998016639262,0.9999996161247825,0.0,3.3155359097999256e-06,A,
sqa_test_8440c88e5979568f3e5496e42bc7a3ffa45060838f09a0199a352b0f946c43e5,0.8991207266714708,0.25970080041298604,0.6394199262584848,0.6394199262584848,Self>Other,0.9999887175461754,0.9999785875680772,1.0,0.00014408322913442176,B,
sqa_test_a18f310440a20c2d791491fd0f42c5372de3f0039e22f04f2cf23385b70ad0dd,0.9339750208030358,0.2979371631389992,0.6360378576640366,0.6360378576640366,Self>Other,0.9026262629715072,0.8074901569115945,0.0,0.32993094457919203,D,
sqa_test_2943d268c3594d7f906b12583ffdcb2eb7e0e9b079995e7d37f4653525ea1259,0.7111173482495745,0.0754714052740024,0.6356459429755721,0.6356459429755721,Self>Other,0.9339685437452692,0.8874689852327995,1.0,0.2842187853818569,B,
sqa_test_8de440070c955f212c2a08d821e2199cfb1c1654665dc9899477a4ba1f2755a0,0.8012544593564906,0.1754227631585953,0.6258316961978954,0.6258316961978954,Self>Other,0.9399108509175212,0.8798243629556233,1.0,0.22724292485580405,C,
sqa_test_4d2468c871bb288e79d73987ccaee18c81caab33dd3e8fdee5abc9630211c08a,0.9219646439341987,0.29987925434056384,0.6220853895936349,0.6220853895936349,Self>Other,0.999999911255969,0.9999998510202288,0.0,1.600557830423614e-06,A,
sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,0.8557557828874547,0.23387156416399613,0.6218842187234586,0.6218842187234586,Self>Other,0.999999858794302,0.9999997594823611,1.0,2.480595075961901e-06,C,
sqa_test_95775b9dde3eb5c41c483d9f9bb0dcb1f53f941e331953f91fe921af430f1f5e,0.8105489401080069,0.19027701118811133,0.6202719289198956,0.6202719289198956,Self>Other,0.9999584226862279,0.9999230666681224,0.0,0.0004789712933861502,A,
sqa_test_39ab62c588f4a7721eaab3dc5915ebaf1c1c3c51ebc0267adf6e49810d40c274,0.7686718446448024,0.15002515244653353,0.618646692198269,0.618646692198269,Self>Other,0.9999999308382911,0.9999998943034715,1.0,1.2777199720549143e-06,C,
