question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_01aa87b4450dfc9d2b0d049501c256442bfc29cabf070dd524a31ff29e9c0840,0.03298313334731182,0.03845494917431573,0.005471815827003908,-0.005471815827003908,Other>Self,0.8168344328840111,0.6345740404916329,0.0,0.4820930239403208,B,
sqa_test_02f4ed9255acfd91b0600e4f5cdb78a88146b3c5a3b38c4f2efeae04d7f621f0,0.03445816714822856,0.07410207248954025,0.03964390534131169,-0.03964390534131169,Other>Self,0.7764468131972722,0.5539910767094457,1.0,0.5389369259337781,A,
sqa_test_0be78447e3ea0ea3020ebc56ecd5e6807fe34b9f6a7bb1995afe68d29cdf41bc,0.025717891015580592,0.029808779318799397,0.004090888303218805,-0.004090888303218805,Other>Self,0.730866710077025,0.46199588922902873,0.0,0.5846588077379399,B,
sqa_test_127c45a6feaccb8a4e88692ab4d675438c49527bf5813b3e9f0620b1b9a7c364,0.09047431801502998,0.02977318913956975,0.060701128875460225,0.060701128875460225,Self>Other,0.8962544745315112,0.8017899486096043,1.0,0.3686419997862631,A,
sqa_test_159d9448f64aa9e7a3deae7a1a46f1e59b029b1c8cba82fdf588697b3b370f52,0.03115398038298862,0.02503567330138249,0.0061183070816061315,0.0061183070816061315,Self>Other,0.9720379857821437,0.9563264528060568,0.0,0.14686302785103436,B,
sqa_test_17a49c6117aa8b83f2280eec0a3249eea7d2bee31c638f2c44f0758ea5b90d0e,0.3099506676738758,0.2502166358344478,0.05973403183942799,0.05973403183942799,Self>Other,0.9250541933857443,0.878998458388237,0.0,0.32041142858895577,A,
sqa_test_1984659f182697f6dd5382ae3be5592b54e45c49729e4236d81da3f7a4a0ec3c,0.025002390611265735,0.025000035382359478,2.355228906257556e-06,2.355228906257556e-06,Self>Other,0.9943009695574889,0.9896964434263106,1.0,0.03855736162057536,A,
sqa_test_1d41a3b56670366604e9b494ae80c84b4ee96e744b6a2999b85dd52830db146a,0.3216686647761573,0.26104025004302583,0.060628414733131464,0.060628414733131464,Self>Other,0.6655032447398166,0.3511417524467051,0.0,0.7240952582481147,A,
sqa_test_222831aa836c0e46757f46de7163e1afded2b5588e7ef0cfc48ff9de3758e708,0.22115113214258592,0.12771114323390273,0.09343998890868319,0.09343998890868319,Self>Other,0.996553143108404,0.9933813325480784,0.0,0.02400208281136199,B,
sqa_test_2507bd9e35f127a91b625b005d6538af966c4fde089dbb7b25661f164f17ba5b,0.3454605896327907,0.2723966751935108,0.0730639144392799,0.0730639144392799,Self>Other,0.8174860196283169,0.6350802331495481,0.0,0.47612308638822576,B,
sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,0.0786451803299054,0.07500558526786508,0.0036395950620403267,0.0036395950620403267,Self>Other,0.6219953939262587,0.24473610606674295,1.0,0.6689696286269731,D,
sqa_test_28aba0dfc75bb8f068c1f12229d3c8e316bc3ebf416ce4e39842b5a556049844,0.3069599872717979,0.21512416514838878,0.09183582212340913,0.09183582212340913,Self>Other,0.9957115288770387,0.9916422837203184,1.0,0.02858353746288893,A,
sqa_test_2bcf264e731b9b0252d2fbb87a01fe2855e8145e00484327930248f72752a175,0.10260633541323887,0.026870872129883847,0.07573546328335502,0.07573546328335502,Self>Other,0.8646681400327536,0.773532794002042,0.0,0.487212266784803,D,
sqa_test_2e33094a0dbc59658530a849dfedf904df4a3852f4cf4e383683de05aef57f7d,0.30025449589926234,0.2240863172932333,0.07616817860602904,0.07616817860602904,Self>Other,0.8172380307085162,0.6348875726026705,0.0,0.4787046735782079,C,
sqa_test_2fc368d66e725c10e5825438c6f55c6dd956b73760760aaa6f0ec6fdb26b9e09,0.02523938215188448,0.029123512861500885,0.003884130709616407,-0.003884130709616407,Other>Self,0.622044889738499,0.2447555811504375,0.0,0.6682207711406429,B,
sqa_test_32ad377a70f49efc8d88b2b9779cd6a86367479afab98fcf2a4d8bca9b4e57a8,0.08512165780620776,0.07502582389682508,0.010095833909382679,0.010095833909382679,Self>Other,0.9999483709014984,0.999908307667918,0.0,0.0005967387904339195,D,
sqa_test_32e1ad3ca1ec8303290351aca251a5db7b7e062ac9744c67153b9abdd827162b,0.31818868146014345,0.2925425981496053,0.025646083310538137,0.025646083310538137,Self>Other,0.9999844010650685,0.9999713939656643,1.0,0.00019689437708830075,D,
sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,0.050236390959506265,0.07613375105502197,0.025897360095515708,-0.025897360095515708,Other>Self,0.5608819144099755,0.12406664025689784,0.0,0.7001712235241049,D,
sqa_test_358b79083a650874bfc0c2936db80440197c1ff8e60d7b8836ff05b94a42b6ad,0.16246853782430495,0.0750250544887518,0.08744348333555316,0.08744348333555316,Self>Other,0.9999762807018566,0.9999573556466037,0.0,0.0002907921924876791,B,
sqa_test_392b88b28b3e23255f555d9476a336e5363086c7d329ae00afefc2c35a43bfdf,0.07914304934999004,0.07499986982748932,0.00414317952250072,0.00414317952250072,Self>Other,0.9947695045842526,0.9907041092519894,1.0,0.03547112423768099,C,
sqa_test_3a8a8815890d3a707e32240fdfaaf5a460c9bd506390eeaa74dd304d71641513,0.06769109640623884,0.07314252504374881,0.00545142863750997,-0.00545142863750997,Other>Self,0.6334414562945573,0.4004113812277662,0.0,0.9900568479540537,A,
sqa_test_3f5d0ac03f186f3c528162f208950ad453ec97cc438366e5b8d98c54ab344ce5,0.07892473095526072,0.07500743814968076,0.003917292805579953,0.003917292805579953,Self>Other,0.9999009737081537,0.9998048715856004,1.0,0.0010272579583711322,B,
sqa_test_42776a44f9bb4a863fd0a1ba26d7216e4ff7aeb5ebb5581c3076b9fe958d5623,0.23152022365586206,0.15002784560881122,0.08149237804705084,0.08149237804705084,Self>Other,0.9997910405003967,0.9995876146282248,0.0,0.0020056324428134103,C,
sqa_test_4369681b862149bbde18f92c05c6d41b924cf68d5278fa2ed291e78217d67802,0.07535574629455372,0.04698456242849716,0.028371183866056554,0.028371183866056554,Self>Other,0.9994529669842404,0.9990730458910658,0.0,0.005100371786344554,C,
sqa_test_4bddc5ea7beead3483dceab7ce9b722e1d309d9bcad21af4c25da661ca20476e,0.025587383849897893,0.027040701714199356,0.0014533178643014628,-0.0014533178643014628,Other>Self,0.9228033482821582,0.8470550321933367,0.0,0.2793145829617887,C,
sqa_test_4c8871503a08daf8624e25b326e6598859fcf0d1ab02e658358ebff0542d9a0b,0.38146871036437147,0.2995657335277668,0.08190297683660469,0.08190297683660469,Self>Other,0.9398928469327255,0.8798075047788089,0.0,0.2274626947462507,A,
sqa_test_52c781f4bc7d1eaf7c545e21829becab64e404187cea246959f4248497e6bb4c,0.30548286863398105,0.2581937275328154,0.047289141101165666,0.047289141101165666,Self>Other,0.9237199086311418,0.8478963561179214,0.0,0.2724111978737644,D,
sqa_test_555641c671bbf0a5c55d1b9fc21aca8359ecd576a569237dd498a9a2815baa92,0.14772144996947534,0.07500257131113092,0.07271887865834442,0.07271887865834442,Self>Other,0.9800533725278041,0.9621030694332946,1.0,0.10561011453852978,B,
sqa_test_55a7842bf392cc804e2fafdaaaa3bcd7c7841f72676fe531bf93b8a730baa06b,0.30929287247396414,0.27559909540323546,0.03369377707072868,0.03369377707072868,Self>Other,0.8384013110179788,0.6927090133503304,0.0,0.500954860772133,D,
sqa_test_5763f79a834567c478dda87426093373b6ae1d080c06974330400d24d3188de9,0.07716760375334296,0.07560908697523835,0.0015585167781046044,0.0015585167781046044,Self>Other,0.6220015495961954,0.2447385281340207,0.0,0.668441361680486,A,
sqa_test_59e99cdba70c49380b0d60cd42c985acff882aa49991cb0281df3ae97f782217,0.0254423741235619,0.025000538554339688,0.00044183556922221257,0.00044183556922221257,Self>Other,0.9999094210892957,0.9998246105371407,1.0,0.0009565764411480787,B,
sqa_test_5ba4ceaf24173dc75b3d5bc7f6b5c81a04ed9a98e9f7959deeef44fad60a12bd,0.34109339469391653,0.2944600517307097,0.046633342963206814,0.046633342963206814,Self>Other,0.9948994449233526,0.991311277202769,1.0,0.035202342777620826,A,
sqa_test_5e0d51f03a08c58078e98e46c1be4928e263f3bf455503c2a2b642f941997cd3,0.029512687432041548,0.07497424865087825,0.045461561218836696,-0.045461561218836696,Other>Self,0.9998737742565416,0.9997503799868039,1.0,0.0012743769671203328,A,
sqa_test_5f3b1ae23c890f61ad7d53d2ea0c0a66ba7d7d1a644416323d14fa48bbfaa1e0,0.5004343245681698,0.41313112098753574,0.08730320358063409,0.08730320358063409,Self>Other,0.8761006805472171,0.7575333609358972,1.0,0.3971948483518094,B,
sqa_test_61f7f5d9aac1de452ae11e0f0d47deb2f29eb3b4388f3a6e9b33f8a22f55695d,0.08969781878602062,0.07499760935623895,0.014700209429781674,0.014700209429781674,Self>Other,0.9362954589210429,0.8764400967882828,0.0,0.25171353235757626,A,
sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.09924826474427567,0.038448257765064345,0.06080000697921133,0.06080000697921133,Self>Other,0.6123018099189681,0.2409219892055769,1.0,0.7353843373436292,C,
sqa_test_641caacf56a2278abd61005d0288369085ccf8087f542a29ee417d8b93f00fcf,0.30240872569362115,0.2972808315186359,0.00512789417498527,0.00512789417498527,Self>Other,0.9397964160663898,0.8930067116568394,0.0,0.2595320705792118,A,
sqa_test_644c31f61052bf3c68774eefb3778ee0a3be0a6abe9ae4bf911ab3f29ccd7391,0.13887705634822514,0.07499096336870902,0.06388609297951613,0.06388609297951613,Self>Other,0.9999894053715007,0.999981516129318,1.0,0.00013918655707728707,B,
sqa_test_71197e7ac40685beefe9728e7a63fad6f4acce9f4643e3e3b68b0fdd74462840,0.1087374230534402,0.07498995874904718,0.033747464304393016,0.033747464304393016,Self>Other,0.9713516831237312,0.9454660383437865,1.0,0.13928310828055435,B,
sqa_test_729bf2b485db21fc2ae9f63bc5577a6f22cccc30c4102a317255490b5a185e03,0.06365789479006408,0.07082227404689033,0.007164379256826253,-0.007164379256826253,Other>Self,0.9610773908578499,0.9281911318483848,0.0,0.18399605836354183,A,
sqa_test_732df9e41df7706b4b37848ef361893fed5c8158ccae83a2aa57fe6a0f1ebaa5,0.04819942459744844,0.026911752043718044,0.0212876725537304,0.0212876725537304,Self>Other,0.9041692180709634,0.8088704871637311,0.0,0.3192391939747746,B,
sqa_test_7b0976e6e5c0f1b1053eaba28118c1185b2b0a24580e2c46b55381bc51da1fcf,0.08468003586864088,0.07500081713117977,0.00967921873746111,0.00967921873746111,Self>Other,0.9999999955110812,0.999999991147619,1.0,9.143184869430589e-08,B,
sqa_test_802d05f1a8fdd57006b6f3dd247e44594cdc02675b2681d781abd86f5a9d225c,0.07546803708894935,0.07501595909156793,0.0004520779973814226,0.0004520779973814226,Self>Other,0.6877336925345499,0.4347306135902466,0.0,0.783946582664122,B,
sqa_test_8e0c727193df07f376313ce19fb546c7b17d7edca78c72e82bede8974df7e994,0.07712837479878605,0.07500381510071107,0.002124559698074985,0.002124559698074985,Self>Other,0.9974874239942515,0.9950149000383511,0.0,0.01775694419389609,D,
sqa_test_914531208118702d955d35c80a9c84da3218e296b12b05799a661c10561547e3,0.045050128181385235,0.03627949757824395,0.008770630603141288,0.008770630603141288,Self>Other,0.9996599499812,0.9995015425877933,0.0,0.003404662388038381,B,
sqa_test_96457bda6adf9c6c59911e7d949d4d69ae8abe58b8f2386adc2470950ae26ec2,0.30665692614150203,0.25219025745467205,0.05446666868682998,0.05446666868682998,Self>Other,0.8813106890566841,0.8089683002022677,0.0,0.4644255118321791,A,
