pair_id,A_qid,A_Self,A_Other,A_entropy,A_pmax,A_margin,A_correct,A_question_text,B_qid,B_Self,B_Other,B_entropy,B_pmax,B_margin,B_correct,B_question_text
intro_012,sqa_test_8440c88e5979568f3e5496e42bc7a3ffa45060838f09a0199a352b0f946c43e5,0.8991207266714708,0.25970080041298604,0.00014408322913442176,0.9999887175461754,0.9999785875680772,1,,sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,0.0786451803299054,0.07500558526786508,0.6689696286269731,0.6219953939262587,0.24473610606674295,1,
intro_004,sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.9493097281116565,0.2636837278058384,2.995890251842901e-05,0.9999979484008802,0.9999961880579697,0,,sqa_test_02f4ed9255acfd91b0600e4f5cdb78a88146b3c5a3b38c4f2efeae04d7f621f0,0.03445816714822856,0.07410207248954025,0.5389369259337781,0.7764468131972722,0.5539910767094457,1,
intro_001,sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.9498830119386596,0.5376449003951327,1.6963838933261735e-11,0.9999999999994384,0.9999999999991841,1,,sqa_test_4bddc5ea7beead3483dceab7ce9b722e1d309d9bcad21af4c25da661ca20476e,0.025587383849897893,0.027040701714199356,0.2793145829617887,0.9228033482821582,0.8470550321933367,0,
intro_002,sqa_test_d370c9537bcdee79fa11c26172e4a520a2fda9bfd0f4169c6328f547b71fcd8c,0.949743918002811,0.20726694135115972,9.489048821494626e-09,0.9999999995827222,0.999999999176857,0,,sqa_test_0be78447e3ea0ea3020ebc56ecd5e6807fe34b9f6a7bb1995afe68d29cdf41bc,0.025717891015580592,0.029808779318799397,0.5846588077379399,0.730866710077025,0.46199588922902873,0,
intro_021,sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,0.8557557828874547,0.23387156416399613,2.480595075961901e-06,0.999999858794302,0.9999997594823611,1,,sqa_test_cefe1a4cfb2a3759e04545624dde7b241cdcbea85dba5b800de3745189f682d8,0.19469879164871104,0.0750121032304443,1.0528779107068007,0.5562831724071549,0.2935135922470645,0,
intro_014,sqa_test_454c60951e7a8b195c14782929e7ed5ed4c4150ac0f04f3b0a737797620bfcec,0.8843202748855137,0.03241538392363354,0.0026909674949298235,0.9997161699446179,0.9994549856131463,0,,sqa_test_127c45a6feaccb8a4e88692ab4d675438c49527bf5813b3e9f0620b1b9a7c364,0.09047431801502998,0.02977318913956975,0.3686419997862631,0.8962544745315112,0.8017899486096043,1,
intro_009,sqa_test_6bea9cdc64fc2f576e4c337bca834f9074293f18319489a0210aaeb371d642de,0.9270061462796276,0.5514827846901916,0.00020121737256540264,0.999983254525734,0.9999665530966602,0,,sqa_test_3a8a8815890d3a707e32240fdfaaf5a460c9bd506390eeaa74dd304d71641513,0.06769109640623884,0.07314252504374881,0.9900568479540537,0.6334414562945573,0.4004113812277662,0,
intro_016,sqa_test_f8ed4c657cf25c8582e23bfbf82e52d7b83558f3db7cbff84cc7eda43c170f36,0.8768418250438745,0.2928403334859488,9.66845944098896e-12,0.9999999999996858,0.999999999999511,1,,sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.09924826474427567,0.038448257765064345,0.7353843373436292,0.6123018099189681,0.2409219892055769,1,
intro_020,sqa_test_7737e518baf335e90f2d146e9a6b8233d83f80b52b029a2d3647da233b91a8dd,0.8571893021360881,0.07501870224250103,0.00027707159558222735,0.9999767943697269,0.999955349451401,1,,sqa_test_bcec735b8eaa56bf02651124cf667f9ab9986c3574967e6855e4d265e593a616,0.17818675433416106,0.07501204279907352,0.7239059534120732,0.5581338333178758,0.12345876687126911,0,
intro_006,sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.9480282355534261,0.49135598078218334,3.824576538554869e-08,0.9999999982534213,0.9999999970032685,1,,sqa_test_b99074fc80a7a16c4edf5aad10396b52b39de723d62da3836ae614bff6dd0c3b,0.04256113998817177,0.05907046250228801,0.3039365590527897,0.9349998319803869,0.9030058990152813,0,
