pair_id,A_qid,A_Self,A_Other,A_entropy,A_pmax,A_margin,A_correct,A_question_text,B_qid,B_Self,B_Other,B_entropy,B_pmax,B_margin,B_correct,B_question_text
intro_000,sqa_test_b7c936e6457711145fd959c7fab224c5fd66c32d2f10419f53399cd6f2f7ec93,0.9499041547250728,0.29967335910069787,0.001407227480754544,0.9998583971097735,0.9997185753345663,1,,sqa_test_2fc368d66e725c10e5825438c6f55c6dd956b73760760aaa6f0ec6fdb26b9e09,0.02523938215188448,0.029123512861500885,0.6682207711406429,0.622044889738499,0.2447555811504375,0,
intro_001,sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.9498830119386596,0.5376449003951327,1.6963838933261735e-11,0.9999999999994384,0.9999999999991841,1,,sqa_test_4bddc5ea7beead3483dceab7ce9b722e1d309d9bcad21af4c25da661ca20476e,0.025587383849897893,0.027040701714199356,0.2793145829617887,0.9228033482821582,0.8470550321933367,0,
intro_002,sqa_test_d370c9537bcdee79fa11c26172e4a520a2fda9bfd0f4169c6328f547b71fcd8c,0.949743918002811,0.20726694135115972,9.489048821494626e-09,0.9999999995827222,0.999999999176857,0,,sqa_test_0be78447e3ea0ea3020ebc56ecd5e6807fe34b9f6a7bb1995afe68d29cdf41bc,0.025717891015580592,0.029808779318799397,0.5846588077379399,0.730866710077025,0.46199588922902873,0,
intro_003,sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.9496969880110993,0.30288466776100637,3.3155359097999256e-06,0.9999998016639262,0.9999996161247825,0,,sqa_test_01aa87b4450dfc9d2b0d049501c256442bfc29cabf070dd524a31ff29e9c0840,0.03298313334731182,0.03845494917431573,0.4820930239403208,0.8168344328840111,0.6345740404916329,0,
intro_004,sqa_test_a2ee0f9e1d81123b42bd6b4ee113fbf4020314b184b1aa0d92e3ca9044caff21,0.9493097281116565,0.2636837278058384,2.995890251842901e-05,0.9999979484008802,0.9999961880579697,0,,sqa_test_02f4ed9255acfd91b0600e4f5cdb78a88146b3c5a3b38c4f2efeae04d7f621f0,0.03445816714822856,0.07410207248954025,0.5389369259337781,0.7764468131972722,0.5539910767094457,1,
intro_005,sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.948141966988463,0.2997779155016372,3.66259188078188e-07,0.9999999813754682,0.9999999695143482,0,,sqa_test_9dc8bbf691a84b956c81d92ce9542cebf8e6c30c908779bfe04535167233ba5d,0.04039003736097873,0.07499245624853702,0.30785561864066624,0.9184119952417883,0.8430241506846101,1,
intro_006,sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.9480282355534261,0.49135598078218334,3.824576538554869e-08,0.9999999982534213,0.9999999970032685,1,,sqa_test_b99074fc80a7a16c4edf5aad10396b52b39de723d62da3836ae614bff6dd0c3b,0.04256113998817177,0.05907046250228801,0.3039365590527897,0.9349998319803869,0.9030058990152813,0,
intro_007,sqa_test_7aea7de03f47d6d743bd55b4d89e9fe5d040fe2f776a33a7f23a54a590fe9558,0.94583320576322,0.025341182101668438,9.892932835082687e-06,0.9999993516457139,0.9999987040511478,1,,sqa_test_732df9e41df7706b4b37848ef361893fed5c8158ccae83a2aa57fe6a0f1ebaa5,0.04819942459744844,0.026911752043718044,0.3192391939747746,0.9041692180709634,0.8088704871637311,0,
intro_008,sqa_test_110f739da429f9568c2420d40b078c0cc571df2eccf431acd7faee8beb0776e6,0.941348356564358,0.0756754121766794,0.00012667812680313762,0.9999898675245711,0.9999797375372387,0,,sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,0.050236390959506265,0.07613375105502197,0.7001712235241049,0.5608819144099755,0.12406664025689784,0,
intro_009,sqa_test_6bea9cdc64fc2f576e4c337bca834f9074293f18319489a0210aaeb371d642de,0.9270061462796276,0.5514827846901916,0.00020121737256540264,0.999983254525734,0.9999665530966602,0,,sqa_test_3a8a8815890d3a707e32240fdfaaf5a460c9bd506390eeaa74dd304d71641513,0.06769109640623884,0.07314252504374881,0.9900568479540537,0.6334414562945573,0.4004113812277662,0,
intro_010,sqa_test_3e384ddfeb267e45a04abb7823562a816bc5e757335efca51e532abe274084f7,0.9230853896053258,0.414721263199039,2.3212090539421344e-06,0.999999870099154,0.999999801843121,0,,sqa_test_802d05f1a8fdd57006b6f3dd247e44594cdc02675b2681d781abd86f5a9d225c,0.07546803708894935,0.07501595909156793,0.783946582664122,0.6877336925345499,0.4347306135902466,0,
intro_011,sqa_test_4d2468c871bb288e79d73987ccaee18c81caab33dd3e8fdee5abc9630211c08a,0.9219646439341987,0.29987925434056384,1.600557830423614e-06,0.999999911255969,0.9999998510202288,0,,sqa_test_5763f79a834567c478dda87426093373b6ae1d080c06974330400d24d3188de9,0.07716760375334296,0.07560908697523835,0.668441361680486,0.6220015495961954,0.2447385281340207,0,
intro_012,sqa_test_8440c88e5979568f3e5496e42bc7a3ffa45060838f09a0199a352b0f946c43e5,0.8991207266714708,0.25970080041298604,0.00014408322913442176,0.9999887175461754,0.9999785875680772,1,,sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,0.0786451803299054,0.07500558526786508,0.6689696286269731,0.6219953939262587,0.24473610606674295,1,
intro_013,sqa_test_e8cbdd0c0c3d9a1847f07773fef93c3e09eb069859a489456549b85e74764ebe,0.8875006343554469,0.07521148746894334,1.993117206386602e-05,0.9999986265572448,0.9999972555993877,1,,sqa_test_e01271d86100107e9a98b80a1d569933b03f399c43bf376c828bc3ee522f99a2,0.08357994367103994,0.0750256921385039,0.6007582438118922,0.7291132357497543,0.4608874660314326,0,
intro_014,sqa_test_454c60951e7a8b195c14782929e7ed5ed4c4150ac0f04f3b0a737797620bfcec,0.8843202748855137,0.03241538392363354,0.0026909674949298235,0.9997161699446179,0.9994549856131463,0,,sqa_test_127c45a6feaccb8a4e88692ab4d675438c49527bf5813b3e9f0620b1b9a7c364,0.09047431801502998,0.02977318913956975,0.3686419997862631,0.8962544745315112,0.8017899486096043,1,
intro_015,sqa_test_e995dcaa2a2cd6aa97baf5be951676626c07a1270cb0bbb73a26e347925735fb,0.8773130051250102,0.15437315664018653,0.002457000255638386,0.999756615950785,0.999598193159551,1,,sqa_test_b9a830338aab07b6acd169b039bdea6f2c46b2ccbd91116025ee5b484f4ec439,0.09113752761483966,0.074930811899966,0.6764938364031908,0.6211865553525207,0.244417864129938,1,
intro_016,sqa_test_f8ed4c657cf25c8582e23bfbf82e52d7b83558f3db7cbff84cc7eda43c170f36,0.8768418250438745,0.2928403334859488,9.66845944098896e-12,0.9999999999996858,0.999999999999511,1,,sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.09924826474427567,0.038448257765064345,0.7353843373436292,0.6123018099189681,0.2409219892055769,1,
intro_017,sqa_test_4e56eba5aa4f418b42652333abc74c66c00f3f48473fce026b6910d99b61790e,0.8753240025486753,0.11087160162707324,2.6231243649309496e-05,0.9999981760319779,0.9999964156890865,1,,sqa_test_2bcf264e731b9b0252d2fbb87a01fe2855e8145e00484327930248f72752a175,0.10260633541323887,0.026870872129883847,0.487212266784803,0.8646681400327536,0.773532794002042,0,
intro_018,sqa_test_a799fff6669cca81b0407c23336b7c02f95f9afeebf1e67fd77a992b5e3a6033,0.874507821858235,0.27781483957066383,0.00020736404877528137,0.9999836237138868,0.999972145000611,0,,sqa_test_ba343c4c3956154c6d196272807996405e786faca111818c22d5370c39153842,0.14496437157582526,0.07574086154084099,0.9166648766247284,0.6349447903710287,0.45303005134537805,0,
intro_019,sqa_test_b7c32978e530c10fac3ff5638b8fbe446e94dc87e21c86b98dad0cd64ba44f05,0.8661645411363813,0.07530583595835312,0.0030352757909549136,0.9996635228615248,0.99932817312813,0,,sqa_test_c5792cab43b4fb85a829692fd2af7f699fce26b2d7c1fefd5fcfa2c941fede17,0.1533602203959715,0.04693645103389358,0.8253908644673408,0.5921806412300382,0.2330049476442731,0,
