question_id,SelfProb,OtherProb,gap_abs,gap_signed,direction,pmax,margin,correct,entropy,correct_answer,question_text
sqa_test_010d5323ff33865209928b02bcdfc54158092c35b5f30f40b2ea1b5f3aa56c8f,0.41943077883047786,0.11620984632619419,0.30322093250428367,0.30322093250428367,Self>Other,0.9999281988297958,0.9998699083379425,1.0,0.0007937701707146553,A,
sqa_test_0227098556a959b5231dd6baed0245081c786753058d7a0cf8dbebac2c8152da,0.9496969880110993,0.30288466776100637,0.6468123202500928,0.6468123202500928,Self>Other,0.9999998016639262,0.9999996161247825,0.0,3.3155359097999256e-06,A,
sqa_test_062f83bd3892166ca91c052fe43d1f9fe8bbfb9870ddc44144001c35d20aa1dd,0.38733477882621725,0.0862739850984997,0.30106079372771755,0.30106079372771755,Self>Other,0.9308056586393452,0.884463569532168,0.0,0.29943259837638886,A,
sqa_test_0919f910a6ce6a69da8cafc52fa63aa9dc3c2dda495fbde2bc72755d4ea31f1d,0.7199198311686729,0.1399589513977232,0.5799608797709497,0.5799608797709497,Self>Other,0.9999686340487086,0.999937432146168,0.0,0.00035773612684320786,A,
sqa_test_10f76735391f41160a7cd48281a1fdb0e04af1e5a47e0e2ffc160abf48b35f10,0.5478388044502219,0.028794008916854377,0.5190447955333676,0.5190447955333676,Self>Other,0.7758053138423799,0.5796510235590052,0.0,0.6292035210265178,D,
sqa_test_110f739da429f9568c2420d40b078c0cc571df2eccf431acd7faee8beb0776e6,0.941348356564358,0.0756754121766794,0.8656729443876786,0.8656729443876786,Self>Other,0.9999898675245711,0.9999797375372387,0.0,0.00012667812680313762,C,
sqa_test_153bac807d7c90afc99619e3d09b2e7e0e2de0f855b8fbab2e3c1ca46ebeefff,0.7268960230023338,0.16199161007125282,0.564904412931081,0.564904412931081,Self>Other,0.9988224786735782,0.9976529779034199,1.0,0.009169589153884938,C,
sqa_test_164b44c3693dc77003947fc33061b02f042e09586c3bdce4380178a0448b3ac0,0.7767976164673084,0.21847636980653956,0.5583212466607688,0.5583212466607688,Self>Other,0.9999154944094876,0.999857204693036,1.0,0.0009473550075932576,A,
sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.8373341536421554,0.08923273001914535,0.74810142362301,0.74810142362301,Self>Other,0.9988246504619871,0.9976551468670997,0.0,0.009143402377868074,A,
sqa_test_176d27456f273f7d425ca2303859c1c5cbde35918e88d84cae85535e13e6ef22,0.8683624815085914,0.29878684240137865,0.5695756391072128,0.5695756391072128,Self>Other,0.9995610349788016,0.9992651200894465,0.0,0.004206315600804128,D,
