pair_id,A_qid,A_Self,A_Other,A_entropy,A_pmax,A_margin,A_correct,A_question_text,B_qid,B_Self,B_Other,B_entropy,B_pmax,B_margin,B_correct,B_question_text
intro_012,sqa_test_579d281ec7379066ba2b7e38eade396a13256df79af8505a3769242544b135b5,0.47399232510380374,0.10231888142440936,0.029500954245418716,0.9961091307838993,0.9941861875728605,1,,sqa_test_4b9e854eb0ced6c1badd117a7e0bc84daa2908ec5a68f6191b6e751a2881172a,0.029273548853371075,0.02501170505926482,0.9132363147794955,0.7028857117985013,0.5644793088111661,0,
intro_023,sqa_test_b1d301ea8bc69c589decc3f2af653cda5ca83b5f710bc38e8961f394d77187fc,0.21416749599038787,0.07438734581963338,0.05503272222698956,0.9914024295363496,0.9847224117585978,0,,sqa_test_e9532965ed023878e9c1c90fd796279004e40fa5642a030d6cdd1741ad95ed7a,0.055050909928217484,0.06772668927890767,0.9872551196592766,0.5935018536025795,0.3131514289709266,0,
intro_004,sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.6865274314953109,0.07616708372410624,1.3400792069420383e-05,0.99999915512492,0.9999987100400991,1,,sqa_test_661508102b2d53713ff201ba2fdb931f597b9c55a127e84d10bb50d31748bc2d,0.026049917727603795,0.02543144177862564,0.7089341677055728,0.7758091357819601,0.6409937188744346,0,
intro_001,sqa_test_9d7286985a26c4ee2c1e1a3356b2deae6f41fe2d4246ac34be309c3e4ccac196,0.8849989655224795,0.19276395489658354,1.0373749299500171e-06,0.9999999437603797,0.9999999023610049,1,,sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,0.025631746837656642,0.02500647237152046,0.8357156550042436,0.6546607305531237,0.38175754434368964,0,
intro_002,sqa_test_3dd34561876ebf7e37841ffdc986cd3d87db3626558b39502994d7de071da475,0.7165072197135952,0.3353186415145487,0.0003842055790191922,0.9999684059206191,0.9999469611796371,1,,sqa_test_729bf2b485db21fc2ae9f63bc5577a6f22cccc30c4102a317255490b5a185e03,0.025770049870258688,0.025135270334153314,0.802048092940192,0.6998998085451044,0.472675622340917,0,
intro_025,sqa_test_4e56eba5aa4f418b42652333abc74c66c00f3f48473fce026b6910d99b61790e,0.19246851212976326,0.03725691816634376,0.06618335066929355,0.9889005759473081,0.9792057356463857,1,,sqa_test_bdc7ca31722319c729f55325e60795a7e2521a2aaee937b0c15a3082e258dddd,0.05723544530635078,0.07504278488731615,0.5775629710272785,0.8228538671309338,0.679863301494692,0,
intro_021,sqa_test_43f95fc386239e9e1ba7b69e73c8b76a3dad3f21388e8fc2e192a19e10d73dac,0.259253435514505,0.07689092759523433,0.009524834926241482,0.9989255540575874,0.998373064006127,0,,sqa_test_cefe1a4cfb2a3759e04545624dde7b241cdcbea85dba5b800de3745189f682d8,0.05319168515171457,0.025085648218087224,0.7297925908675416,0.7775709043902878,0.6424493299412488,1,
intro_027,sqa_test_c643425978eb069860547da288afe52bbc70454a6caa4bbcfbbf9e159b3d8625,0.18489819201940663,0.09199721598399138,0.009634372483347333,0.9988854797810067,0.9982594516776802,1,,sqa_test_2bcf264e731b9b0252d2fbb87a01fe2855e8145e00484327930248f72752a175,0.060387362582840304,0.025051833308345,0.9032235498374859,0.5955045162333555,0.27675391818477946,0,
intro_014,sqa_test_36a4da74fe89fac75dc7d2eebe47f7a6767069c1d0e7c0b9c2251a443034d775,0.3791029602978472,0.07950868600613234,0.010387050381150904,0.9988041208404911,0.9981781435628662,0,,sqa_test_f5a60f17947489a51e005ea6167f0e0dac13c0e8d4e6fa825b54a15fed311876,0.029894673425740155,0.025003792677252345,0.6218462091924271,0.8276511065378883,0.7404173126018326,1,
intro_009,sqa_test_72cf4bc043e2e4a7ef2f1f6b0208afe7632debb41c1e71c6934011e5aa620ec3,0.5574704070945182,0.07602589405809294,0.025421548707424746,0.9966806230105876,0.9947565764308727,0,,sqa_test_7ebf0694d04ab70a4ee0674fbbb697c101f3706e462a02fc135eb39bcd69896d,0.02691868631438748,0.025233705248558717,0.9648349210539838,0.6020026762502096,0.3805382681275698,0,
intro_016,sqa_test_ab36bdcdbf1d1092e347560d7352a497c54dada41b966347e3af76d538463a4a,0.3758271867749641,0.08026955658047087,0.06259002102577976,0.9903385277707641,0.9844497583832047,0,,sqa_test_c5792cab43b4fb85a829692fd2af7f699fce26b2d7c1fefd5fcfa2c941fede17,0.032577951776642446,0.025003117819235463,0.6785325810375693,0.7357639160817416,0.496896338213754,1,
intro_020,sqa_test_acddb159d86f56aa594c5c78f8fa05ecf756694a2d1a867afd3bb2ee05592c3b,0.2682399853518809,0.08326040040891595,0.006181708788679966,0.9993058861014217,0.9987531855748547,1,,sqa_test_bea1cd156a2af78974e4bc4418f2250bcd64b28ee6b81e6a9a6d699b7dbf0aca,0.051705337161587775,0.02880421278897817,0.912842634621219,0.6134869607133118,0.35372020629416157,0,
intro_006,sqa_test_98346bc0d022ba0823bd709ec3c59a6486b23f0bb9ee4da1c587a5acb35df035,0.588440820125811,0.2020667198399931,0.004651768651228543,0.9995147627036985,0.9992843148219774,0,,sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,0.026349772472572967,0.025329863834417467,1.0818605849882568,0.6035369343662362,0.4075971794823433,0,
intro_000,sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.9410329483388522,0.2954994130499161,0.012865830303568446,0.9982721673516447,0.9965714908440133,0,,sqa_test_2b783ac39edc0407f7473cdf4a425b12d936f4650866f259327debf70a565329,0.025110942164025127,0.025006661281348815,0.9162426667107184,0.6473530449547531,0.40920517563352665,1,
